index,Gender,Race,Age,Created Date,Mailing Zip/Postal Code,Domestic,Country,State,Program,Status,Index
261,Male,Asian,24,12/31/2022,560078,International,India,Karnataka,Data Science (MS),Started App,262
262,Male,Asian,22,2/16/2023,560024,International,India,Karnataka,Data Science (MS),Started App,263
263,Male,Asian,23,2/22/2023,560043,International,India,Karnataka,Data Science (MS),Started App,264
264,Female,Asian,25,11/17/2022,560091,International,India,Karnataka,Data Science (MS),Submitted App,265
265,Female,Asian,25,1/9/2023,560067,International,India,Karnataka,Data Science (MS),Submitted App,266
266,Female,Asian,21,2/13/2023,560041,International,India,Karnataka,Data Science (MS),Submitted App,267
267,Male,Asian,26,12/20/2022,560038,International,India,Karnataka,Data Science (MS),Complete App,268
268,Male,Asian,25,1/7/2023,560001,International,India,Karnataka,Data Science (MS),Complete App,269
269,Female,Asian,32,1/7/2023,560035,International,India,Karnataka,Data Science (MS),Complete App,270
270,Male,Asian,27,1/12/2023,570016,International,India,Karnataka,Data Science (MS),Complete App,271
271,Male,Asian,24,1/13/2023,560093,International,India,Karnataka,Data Science (MS),Complete App,272
272,Male,Asian,26,1/14/2023,560043,International,India,Karnataka,Data Science (MS),Complete App,273
273,Male,Asian,22,2/26/2023,571401,International,India,Karnataka,Data Science (MS),Complete App,274
274,Female,Asian,22,2/27/2023,560045,International,India,Karnataka,Data Science (MS),Complete App,275
275,Male,Asian,23,11/25/2022,560092,International,India,Karnataka,Data Science (MS),Admit,276
276,Female,Asian,24,10/27/2022,560043,International,India,Karnataka,Data Science (MS),Admit-Coming,277
277,Male,Asian,22,12/11/2022,560036,International,India,Karnataka,Data Science (MS),Admit-Coming,278
278,Male,Asian,21,12/20/2022,560061,International,India,Karnataka,Data Science (MS),Admit-Coming,279
279,Male,Asian,36,1/7/2023,560035,International,India,Karnataka,Data Science (MS),Admit-Coming,280
280,Female,Asian,22,2/27/2023,560098,International,India,Karnataka,Data Science (MS),Admit-Coming,281
281,Female,Asian,20,9/16/2022,560035,Domestic,India,Karnataka,Psychology: Psychological Sciences (MA),Submitted App,282
282,Male,Asian,29,1/8/2023,689585,International,India,Kerala,Childhood Studies (PHD),Admit,283
283,Male,Asian,30,9/19/2022,673010,International,India,Kerala,Data Science (MS),Started App,284
284,Female,Asian,22,12/27/2022,689101,International,India,Kerala,Data Science (MS),Started App,285
285,Male,Asian,22,1/28/2023,691312,International,India,Kerala,Data Science (MS),Started App,286
286,Female,Asian,23,12/14/2022,680523,International,India,Kerala,Forensic Science (MS),Started App,287
287,Female,Asian,21,7/1/2022,462016,International,India,Madhya Pradesh,Data Science (MS),Started App,288
288,Male,Asian,21,1/25/2023,452014,International,India,Madhya Pradesh,Data Science (MS),Denied,289
289,Female,Asian,26,2/27/2023,421204,International,India,Maharashtra,Biology: Computational and Integrative (MS),Complete App,290
290,Male,Asian,33,1/30/2023,411033,International,India,Maharashtra,Biology: Computational and Integrative (PHD),Started App,291
291,Female,Asian,25,3/10/2023,410206,International,India,Maharashtra,Biology (MS),Complete App,292
292,Female,Asian,24,3/10/2023,400076,International,India,Maharashtra,Biology (MS),Complete App,293
293,Female,Asian,21,1/9/2023,400025,International,India,Maharashtra,Chemistry (MS),Complete App,294
294,Female,Asian,22,12/1/2022,,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Started App,295
295,Male,Asian,21,3/9/2023,411045,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Started App,296
296,Male,Asian,24,3/1/2023,421301,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Submitted App,297
297,Male,Asian,22,10/4/2022,400071,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Complete App,298
298,Female,Asian,21,12/21/2022,400092,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Complete App,299
299,Female,Asian,23,1/31/2023,411061,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Complete App,300
300,Male,Asian,21,11/1/2022,400097,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Admit,301
301,Male,Asian,23,7/19/2022,400074,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Admit-Coming,302
302,Female,Asian,38,12/25/2022,411045,International,India,Maharashtra,Creative Writing (MFA) Camden,Started App,303
303,Male,None Listed,21,8/30/2022,411028,International,India,Maharashtra,Data Science (MS),Started App,304
304,Male,Asian,21,9/22/2022,400053,International,India,Maharashtra,Data Science (MS),Started App,305
305,Male,Asian,21,10/20/2022,400101,International,India,Maharashtra,Data Science (MS),Started App,306
306,Male,Asian,22,10/26/2022,401209,International,India,Maharashtra,Data Science (MS),Started App,307
307,Male,Asian,25,11/14/2022,400050,International,India,Maharashtra,Data Science (MS),Started App,308
308,Female,Asian,25,11/23/2022,411027,International,India,Maharashtra,Data Science (MS),Started App,309
309,Female,Asian,21,11/26/2022,400099,International,India,Maharashtra,Data Science (MS),Started App,310
310,Male,Asian,22,12/6/2022,411008,International,India,Maharashtra,Data Science (MS),Started App,311
311,Male,Asian,23,12/9/2022,400006,International,India,Maharashtra,Data Science (MS),Started App,312
312,Male,Asian,24,12/12/2022,400066,International,India,Maharashtra,Data Science (MS),Started App,313
313,Male,Asian,23,12/14/2022,400064,International,India,Maharashtra,Data Science (MS),Started App,314
314,Male,Asian,21,12/15/2022,400091,International,India,Maharashtra,Data Science (MS),Started App,315
315,Male,Asian,21,12/23/2022,400703,International,India,Maharashtra,Data Science (MS),Started App,316
316,Female,None Listed,23,12/29/2022,411021,International,India,Maharashtra,Data Science (MS),Started App,317
317,Male,Asian,26,1/3/2023,400030,International,India,Maharashtra,Data Science (MS),Started App,318
318,Male,Asian,20,1/4/2023,421202,International,India,Maharashtra,Data Science (MS),Started App,319
319,Male,Asian,23,1/4/2023,400602,International,India,Maharashtra,Data Science (MS),Started App,320
320,Male,None Listed,28,1/23/2023,444607,International,India,Maharashtra,Data Science (MS),Started App,321
321,Male,Asian,27,1/29/2023,411021,International,India,Maharashtra,Data Science (MS),Started App,322
322,Male,Two or More,24,1/31/2023,400094,International,India,Maharashtra,Data Science (MS),Started App,323
323,Male,Asian,34,2/1/2023,411045,International,India,Maharashtra,Data Science (MS),Started App,324
324,Male,Asian,22,2/25/2023,400037,International,India,Maharashtra,Data Science (MS),Started App,325
325,Male,Asian,22,9/23/2022,400093,International,India,Maharashtra,Data Science (MS),Submitted App,326
326,Male,Asian,23,12/29/2022,400067,International,India,Maharashtra,Data Science (MS),Submitted App,327
327,Male,Asian,24,1/4/2023,421306,International,India,Maharashtra,Data Science (MS),Submitted App,328
328,Female,Asian,23,11/24/2022,400020,International,India,Maharashtra,Data Science (MS),Complete App,329
329,Male,Asian,20,12/13/2022,421202,International,India,Maharashtra,Data Science (MS),Complete App,330
330,Male,Asian,21,12/21/2022,411037,International,India,Maharashtra,Data Science (MS),Complete App,331
331,Male,American Indian or Alaska Native,22,12/24/2022,400092,International,India,Maharashtra,Data Science (MS),Complete App,332
332,Male,Asian,22,1/3/2023,400063,International,India,Maharashtra,Data Science (MS),Complete App,333
333,Male,Asian,25,1/13/2023,411009,International,India,Maharashtra,Data Science (MS),Complete App,334
334,Female,Asian,21,1/19/2023,421005,International,India,Maharashtra,Data Science (MS),Complete App,335
335,Female,Asian,25,1/23/2023,400075,International,India,Maharashtra,Data Science (MS),Complete App,336
336,Male,Asian,22,1/26/2023,400601,International,India,Maharashtra,Data Science (MS),Complete App,337
337,Male,Asian,21,10/1/2022,400053,International,India,Maharashtra,Data Science (MS),Admit,338
338,Male,Asian,23,10/10/2022,410206,International,India,Maharashtra,Data Science (MS),Admit,339
339,Male,Asian,24,10/27/2022,413001,International,India,Maharashtra,Data Science (MS),Admit,340
340,Female,Asian,21,11/7/2022,400092,International,India,Maharashtra,Data Science (MS),Admit,341
341,Male,Asian,24,11/10/2022,416113,International,India,Maharashtra,Data Science (MS),Admit,342
342,Male,Asian,22,11/21/2022,411021,International,India,Maharashtra,Data Science (MS),Admit,343
343,Female,Asian,23,11/21/2022,400053,International,India,Maharashtra,Data Science (MS),Admit,344
344,Male,None Listed,22,11/23/2022,400067,International,India,Maharashtra,Data Science (MS),Admit,345
345,Male,Asian,23,11/24/2022,411058,International,India,Maharashtra,Data Science (MS),Admit,346
346,Male,Asian,24,11/29/2022,410209,International,India,Maharashtra,Data Science (MS),Admit,347
347,Male,Asian,22,11/30/2022,400067,International,India,Maharashtra,Data Science (MS),Admit,348
348,Male,Asian,22,12/3/2022,444602,International,India,Maharashtra,Data Science (MS),Admit,349
349,Male,Asian,21,12/7/2022,400055,International,India,Maharashtra,Data Science (MS),Admit,350
350,Male,Asian,21,12/16/2022,400092,International,India,Maharashtra,Data Science (MS),Admit,351
351,Female,Asian,21,12/22/2022,400067,International,India,Maharashtra,Data Science (MS),Admit,352
352,Male,Asian,21,12/24/2022,400104,International,India,Maharashtra,Data Science (MS),Admit,353
353,Male,Asian,20,12/24/2022,400608,International,India,Maharashtra,Data Science (MS),Admit,354
354,Female,Asian,21,1/1/2023,400104,International,India,Maharashtra,Data Science (MS),Admit,355
355,Female,Asian,21,1/6/2023,400004,International,India,Maharashtra,Data Science (MS),Admit,356
356,Male,Asian,21,1/15/2023,400091,International,India,Maharashtra,Data Science (MS),Admit,357
357,Male,Asian,24,1/21/2023,411021,International,India,Maharashtra,Data Science (MS),Admit,358
358,Female,Asian,23,1/27/2023,416415,International,India,Maharashtra,Data Science (MS),Admit,359
359,Female,Asian,26,2/8/2023,400067,International,India,Maharashtra,Data Science (MS),Admit,360
360,Male,Asian,23,10/11/2022,400081,International,India,Maharashtra,Data Science (MS),Admit-Coming,361
361,Male,Asian,22,11/28/2022,400104,International,India,Maharashtra,Data Science (MS),Admit-Coming,362
362,Male,Asian,23,12/14/2022,400101,International,India,Maharashtra,Data Science (MS),Admit-Coming,363
363,Male,Asian,25,1/4/2023,411038,International,India,Maharashtra,Data Science (MS),Admit-Coming,364
364,Male,Asian,24,1/13/2023,411037,International,India,Maharashtra,Data Science (MS),Admit-Coming,365
365,Male,None Listed,22,1/20/2023,411007,International,India,Maharashtra,Data Science (MS),Admit-Coming,366
366,Male,Asian,23,1/27/2023,400063,International,India,Maharashtra,Data Science (MS),Admit-Coming,367
367,Male,Asian,21,2/4/2023,421202,International,India,Maharashtra,Data Science (MS),Admit-Coming,368
368,Female,Asian,21,11/7/2022,400067,International,India,Maharashtra,Data Science (MS),Admit-Not Coming,369
369,Male,Asian,25,1/27/2023,400022,International,India,Maharashtra,Data Science (MS),Denied,370
370,Male,Asian,23,1/30/2023,421302,International,India,Maharashtra,Forensic Science (MS),Submitted App,371
371,Male,Asian,23,3/1/2023,400056,International,India,Maharashtra,Mathematical Sciences (MS),Admit,372
372,Female,Asian,21,12/14/2022,401202,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Started App,373
373,Female,Asian,22,2/27/2023,400018,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Complete App,374
374,Female,Asian,21,11/21/2022,411006,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Admit-Coming,375
375,Male,Asian,26,3/2/2023,431802,International,India,Maharashtra,Public Affairs/Community Development (PHD),Complete App,376
376,Male,Asian,23,11/5/2022,411033,International,India,Maharashtra,Data Science (MS),Admit,377
377,Male,Asian,25,10/3/2022,760001,International,India,Odisha,Data Science (MS),Started App,378
378,Female,Asian,22,1/12/2023,751003,International,India,Odisha,Data Science (MS),Started App,379
379,Female,Asian,23,1/20/2023,760004,International,India,Odisha,Data Science (MS),Submitted App,380
380,Female,Asian,23,2/1/2023,751024,International,India,Odisha,Data Science (MS),Complete App,381
381,Male,Asian,31,9/18/2022,751016,International,India,Odisha,Data Science (MS),Admit-Coming,382
382,Male,Asian,25,1/18/2023,760001,International,India,Orissa,Data Science (MS),Admit,383
383,Female,Asian,22,11/18/2022,160062,International,India,Punjab,Computer Science: Scientific Computing (MS),Admit-Coming,384
384,Male,Black or African American,28,11/18/2022,144001,International,India,Punjab,Computer Science: Scientific Computing (MS),Started App,385
385,Male,Asian,21,9/15/2022,331302,International,India,Rajasthan,Computer Science: Scientific Computing (MS),Started App,386
386,Female,Asian,24,9/14/2022,302015,International,India,Rajasthan,Computer Science: Scientific Computing (MS),Denied,387
387,Female,None Listed,24,11/19/2022,305001,International,India,Rajasthan,Data Science (MS),Started App,388
388,Male,Asian,22,1/4/2023,302004,International,India,Rajasthan,Data Science (MS),Started App,389
389,Male,Asian,21,1/6/2023,327001,International,India,Rajasthan,Data Science (MS),Started App,390
390,Female,Asian,23,2/1/2023,302015,International,India,Rajasthan,Data Science (MS),Started App,391
391,Male,Asian,22,12/19/2022,302001,International,India,Rajasthan,Data Science (MS),Admit,392
392,Male,Asian,21,12/21/2022,302029,International,India,Rajasthan,Data Science (MS),Admit-Coming,393
393,Male,Asian,26,11/14/2022,600028,International,India,Tamil Nadu,Biology: Computational and Integrative (MS),Complete App,394
394,Male,Asian,24,7/19/2022,600033,International,India,Tamil Nadu,Computer Science: Scientific Computing (MS),Admit,395
395,Female,Asian,24,11/30/2022,641012,International,India,Tamil Nadu,Data Science (MS),Started App,396
396,Male,Asian,22,8/19/2022,600095,International,India,Tamil Nadu,Data Science (MS),Complete App,397
397,Female,Asian,23,12/4/2022,600063,International,India,Tamil Nadu,Data Science (MS),Admit,398
398,Male,Asian,21,12/11/2022,600097,International,India,Tamil Nadu,Data Science (MS),Admit,399
399,Male,Asian,24,12/14/2022,625002,International,India,Tamil Nadu,Data Science (MS),Admit,400
400,Male,Asian,21,1/19/2023,641043,International,India,Tamil Nadu,Data Science (MS),Admit,401
401,Female,Asian,21,10/30/2022,600037,International,India,Tamil Nadu,Data Science (MS),Started App,402
402,Male,Asian,21,11/3/2022,600053,Domestic,India,Tamil Nadu,Data Science (MS),Started App,403
403,Male,Asian,21,12/21/2022,600076,International,India,Tamil Nadu,Data Science (MS),Started App,404
404,Male,Asian,21,12/28/2022,600037,International,India,Tamil Nadu,Data Science (MS),Started App,405
405,Female,Asian,20,11/2/2022,639117,International,India,Tamil Nadu,Data Science (MS),Submitted App,406
406,Female,Asian,23,12/16/2022,632007,International,India,Tamil Nadu,Data Science (MS),Submitted App,407
407,Female,Asian,23,2/28/2023,600061,International,India,Tamil Nadu,Data Science (MS),Submitted App,408
408,Male,Asian,23,1/23/2023,600004,International,India,Tamil Nadu,Data Science (MS),Complete App,409
409,Male,Asian,25,2/19/2023,600037,International,India,Tamil Nadu,Data Science (MS),Admit,410
410,Male,None Listed,22,9/11/2022,500100,International,India,Telangana,Biology: Computational and Integrative (MS),Started App,411
411,Female,Asian,24,1/24/2023,507101,International,India,Telangana,Biology: Computational and Integrative (MS),Complete App,412
412,Female,Asian,21,2/23/2023,500017,International,India,Telangana,Biology (MS),Admit-Coming,413
413,Male,Asian,22,3/10/2023,500008,International,India,Telangana,Chemistry (MS),Complete App,414
414,Male,Asian,22,10/20/2022,508250,International,India,Telangana,Computer Science: Scientific Computing (MS),Started App,415
415,Female,Asian,20,11/21/2022,500049,International,India,Telangana,Computer Science: Scientific Computing (MS),Started App,416
416,Female,Asian,21,2/2/2023,500070,International,India,Telangana,Computer Science: Scientific Computing (MS),Started App,417
417,Male,Asian,25,2/27/2023,506169,International,India,Telangana,Computer Science: Scientific Computing (MS),Started App,418
418,Female,None Listed,25,9/24/2022,500082,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App,419
419,Male,Asian,30,12/15/2022,500085,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App,420
420,Male,Asian,21,3/3/2023,500085,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App,421
421,Male,Asian,24,3/8/2023,500023,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App,422
422,Male,Asian,21,3/8/2023,500090,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App,423
423,Male,Asian,23,2/7/2023,500081,International,India,Telangana,Computer Science: Scientific Computing (MS),Complete App,424
424,Male,Asian,27,11/3/2022,500011,International,India,Telangana,Computer Science: Scientific Computing (MS),Admit-Coming,425
425,Female,Asian,21,11/22/2022,500 089,International,India,Telangana,Computer Science: Scientific Computing (MS),Withdrawn,426
426,Male,Asian,20,12/7/2022,500091,International,India,Telangana,Computer Science: Scientific Computing (MS),Withdrawn,427
427,Male,Asian,22,11/1/2022,500062,International,India,Telangana,Data Science (MS),Started App,428
428,Female,Asian,22,12/9/2022,500080,International,India,Telangana,Data Science (MS),Started App,429
429,Male,Asian,22,12/16/2022,500092,International,India,Telangana,Data Science (MS),Started App,430
430,Male,Asian,25,12/20/2022,500004,Domestic,India,Telangana,Data Science (MS),Started App,431
431,Female,Asian,23,12/24/2022,500090,International,India,Telangana,Data Science (MS),Started App,432
432,Female,Asian,22,1/8/2023,506315,International,India,Telangana,Data Science (MS),Started App,433
433,Male,None Listed,22,1/13/2023,509103,International,India,Telangana,Data Science (MS),Started App,434
434,Female,Asian,22,1/18/2023,508001,International,India,Telangana,Data Science (MS),Started App,435
435,Female,Asian,22,12/14/2022,500084,International,India,Telangana,Data Science (MS),Submitted App,436
436,Male,Asian,35,12/15/2022,500040,International,India,Telangana,Data Science (MS),Submitted App,437
437,Female,Asian,23,12/19/2022,500036,International,India,Telangana,Data Science (MS),Submitted App,438
438,Male,Asian,21,1/17/2023,500072,International,India,Telangana,Data Science (MS),Submitted App,439
439,Female,Asian,22,2/15/2023,500078,International,India,Telangana,Data Science (MS),Submitted App,440
440,Male,Asian,23,2/21/2023,502291,International,India,Telangana,Data Science (MS),Submitted App,441
441,Male,Asian,22,2/24/2023,500083,International,India,Telangana,Data Science (MS),Submitted App,442
442,Female,Asian,23,3/5/2023,505209,International,India,Telangana,Data Science (MS),Submitted App,443
443,Male,Asian,23,12/3/2022,504216,International,India,Telangana,Data Science (MS),Complete App,444
444,Male,Asian,25,12/22/2022,500079,International,India,Telangana,Data Science (MS),Complete App,445
445,Male,Asian,21,12/24/2022,500068,International,India,Telangana,Data Science (MS),Complete App,446
446,Male,Asian,22,1/18/2023,500086,International,India,Telangana,Data Science (MS),Complete App,447
447,Male,Asian,21,1/21/2023,500097,International,India,Telangana,Data Science (MS),Complete App,448
448,Male,Asian,21,2/14/2023,500061,International,India,Telangana,Data Science (MS),Complete App,449
449,Male,Asian,22,2/14/2023,500091,International,India,Telangana,Data Science (MS),Complete App,450
450,Male,Asian,28,2/18/2023,506101,International,India,Telangana,Data Science (MS),Complete App,451
451,Male,Asian,21,10/6/2022,500097,International,India,Telangana,Data Science (MS),Admit,452
452,Female,Asian,21,1/2/2023,500048,International,India,Telangana,Data Science (MS),Admit,453
453,Male,Asian,21,11/23/2022,503230,International,India,Telangana,Data Science (MS),Admit-Coming,454
454,Male,Asian,20,12/14/2022,500050,International,India,Telangana,Data Science (MS),Admit-Coming,455
455,Male,Asian,21,11/23/2022,500081,International,India,Telangana,Data Science (MS),Denied,456
456,Male,Asian,21,11/30/2022,500013,International,India,Telangana,Data Science (MS),Denied,457
457,Male,Asian,21,12/17/2022,500036,International,India,Telangana,Data Science (MS),Denied,458
458,Male,Asian,25,1/21/2023,500072,International,India,Telangana,Data Science (MS),Denied,459
459,Male,Asian,22,1/29/2023,507111,International,India,Telangana,Data Science (MS),Submitted App,460
460,Female,Asian,22,2/21/2023,201301,International,India,Uttar Pradesh,Biology: Computational and Integrative (PHD),Complete App,461
461,Female,Asian,33,7/19/2022,206244,International,India,Uttar Pradesh,Biology (MS),Admit-Coming,462
462,Female,Asian,21,1/14/2023,226012,International,India,Uttar Pradesh,Computer Science: Scientific Computing (MS),Submitted App,463
463,Male,Asian,29,12/12/2022,201301,International,India,Uttar Pradesh,Computer Science: Scientific Computing (MS),Complete App,464
464,Male,Asian,22,7/19/2022,272199,International,India,Uttar Pradesh,Computer Science: Scientific Computing (MS),Admit-Withdrawn,465
465,Male,Asian,25,12/18/2022,201306,International,India,Uttar Pradesh,Data Science (MS),Complete App,466
466,Male,Asian,27,11/22/2022,281403,International,India,Uttar Pradesh,Data Science (MS),Admit,467
467,Male,Asian,26,12/20/2022,243403,International,India,Uttar Pradesh,Data Science (MS),Admit,468
468,Male,Asian,22,2/21/2023,700009,International,India,West Bengal,Biology: Computational and Integrative (MS),Complete App,469
469,Female,Asian,23,1/29/2023,741245,International,India,West Bengal,Biology: Computational and Integrative (PHD),Started App,470
470,Female,Asian,25,1/5/2023,700106,International,India,West Bengal,Childhood Studies (PHD),Admit,471
471,Female,Asian,27,1/11/2023,700156,International,India,West Bengal,Data Science (MS),Started App,472
472,Female,Asian,23,1/25/2023,700102,International,India,West Bengal,Data Science (MS),Started App,473
473,Female,Asian,22,9/6/2022,700091,International,India,West Bengal,Data Science (MS),Admit,474
474,Male,Asian,23,10/29/2022,700053,International,India,West Bengal,Data Science (MS),Admit,475
475,Male,Asian,23,11/14/2022,700103,International,India,West Bengal,Data Science (MS),Admit-Coming,476
476,Female,Asian,21,12/10/2022,700107,International,India,West Bengal,Data Science (MS),Admit-Coming,477
477,Female,Asian,31,2/27/2023,712258,International,India,West Bengal,English (MA),Complete App,478
478,Male,Asian,22,1/23/2023,508246,International,India,None Listed,Biology (MS),Complete App,479
479,Female,Asian,31,12/7/2022,342001,International,India,None Listed,Childhood Studies (PHD),Denied,480
480,Male,Asian,26,2/8/2023,400606,International,India,None Listed,Computer Science: Scientific Computing (MS),Started App,481
481,Male,Asian,21,2/27/2023,,International,India,None Listed,Computer Science: Scientific Computing (MS),Started App,482
482,Male,None Listed,21,1/3/2023,263139,International,India,None Listed,Computer Science: Scientific Computing (MS),Complete App,483
483,Male,Asian,23,1/23/2023,400060,International,India,None Listed,Computer Science: Scientific Computing (MS),Complete App,484
484,Female,Asian,21,2/26/2023,500085,International,India,None Listed,Computer Science: Scientific Computing (MS),Complete App,485
485,Male,Asian,24,2/28/2023,576101,International,India,None Listed,Computer Science: Scientific Computing (MS),Complete App,486
486,Male,Asian,27,1/6/2023,560077,International,India,None Listed,Data Science (MS),Started App,487
487,Female,None Listed,27,1/6/2023,248001,International,India,None Listed,Data Science (MS),Started App,488
488,Female,None Listed,22,1/20/2023,,International,India,None Listed,Data Science (MS),Started App,489
489,Male,Asian,21,12/16/2022,600005,International,India,None Listed,Data Science (MS),Admit,490
490,Male,Asian,21,12/17/2022,380007,International,India,None Listed,Data Science (MS),Admit,491
491,Male,Asian,23,12/22/2022,524002,International,India,None Listed,Data Science (MS),Admit,492
492,Male,Asian,20,12/25/2022,600090,International,India,None Listed,Data Science (MS),Admit,493
493,Male,Asian,21,1/18/2023,313001,International,India,None Listed,Data Science (MS),Admit,494
494,Male,Asian,21,1/20/2023,360007,International,India,None Listed,Data Science (MS),Admit,495
495,Male,Asian,26,1/22/2023,600020,International,India,None Listed,Data Science (MS),Admit,496
496,Female,Asian,24,1/26/2023,411038,International,India,None Listed,Data Science (MS),Admit,497
497,Male,Asian,20,10/15/2022,522201,International,India,None Listed,Data Science (MS),Admit-Coming,498
498,Male,Asian,21,12/29/2022,500076,International,India,None Listed,Data Science (MS),Admit-Coming,499
499,Male,None Listed,22,1/31/2023,364002,International,India,None Listed,Data Science (MS),Admit-Coming,500
500,Female,Asian,31,12/8/2022,342001,International,India,None Listed,Prevention Science (PHD),Complete App,501
501,Female,None Listed,22,9/19/2022,110034,International,India,None Listed,Psychology: Psychological Sciences (MA),Complete App,502
502,Female,Asian,27,3/3/2023,3155769395,International,"Iran, Islamic Republic Of",Alborz,English (MA),Complete App,503
503,Male,White,23,2/19/2023,5471856179,International,"Iran, Islamic Republic Of",East Azerbaijan,Computer Science: Scientific Computing (MS),Submitted App,504
504,Female,White,40,12/30/2022,5166763539,International,"Iran, Islamic Republic Of",East Azerbaijan,Creative Writing (MFA) Camden,Submitted App,505
505,Female,White,38,2/6/2023,4916748539,International,"Iran, Islamic Republic Of",Golestan,Computer Science: Scientific Computing (MS),Started App,506
506,Female,White,33,11/30/2022,4153888334,International,"Iran, Islamic Republic Of",Guilan,Biology: Computational and Integrative (PHD),Complete App,507
507,Female,White,38,1/15/2023,6568155539,International,"Iran, Islamic Republic Of",Hamedan,Data Science (MS),Started App,508
508,Female,White,30,2/11/2023,81389-85631,International,"Iran, Islamic Republic Of",Isfahan,Psychology: Psychological Sciences (MA),Complete App,509
509,Male,White,24,3/10/2022,7616886764,International,"Iran, Islamic Republic Of",Kerman,Biology: Computational and Integrative (PHD),Denied,510
510,Male,Two or More,30,1/13/2023,6617888665,International,"Iran, Islamic Republic Of",Kurdistan,Computer Science: Scientific Computing (MS),Submitted App,511
511,Female,White,36,2/9/2023,9178176903,International,"Iran, Islamic Republic Of",Razavi Khorasan,Biology: Computational and Integrative (MS),Submitted App,512
512,Female,White,36,2/7/2023,9178176903,International,"Iran, Islamic Republic Of",Razavi Khorasan,Biology: Computational and Integrative (PHD),Submitted App,513
513,Female,White,22,2/27/2023,9177751111,International,"Iran, Islamic Republic Of",Razavi khorasan,Biology: Computational and Integrative (PHD),Complete App,514
514,Male,White,24,2/20/2023,965466655,International,"Iran, Islamic Republic Of",Razavi Khorasan,Computer Science: Scientific Computing (MS),Submitted App,515
515,Female,Asian,23,2/9/2023,1958654175,International,"Iran, Islamic Republic Of",Tehran,Biology (MS),Submitted App,516
516,Female,White,30,1/11/2023,1431854893,International,"Iran, Islamic Republic Of",Tehran,Biology (MS),Admit-Coming,517
517,Male,White,26,12/13/2022,1618834181,International,"Iran, Islamic Republic Of",Tehran,Creative Writing (MFA) Camden,Complete App,518
518,Female,Two or More,33,12/12/2022,1473657417,International,"Iran, Islamic Republic Of",Tehran,Data Science (MS),Admit-Coming,519
519,Male,Two or More,33,10/31/2022,1998155179,International,"Iran, Islamic Republic Of",Tehran,Data Science (MS),Denied,520
520,Male,White,26,6/4/2022,1618834181,International,"Iran, Islamic Republic Of",Tehran,English (MA),Submitted App,521
521,Male,White,26,2/7/2023,1618834181,International,"Iran, Islamic Republic Of",Tehran,English (MA),Complete App,522
522,Female,White,27,2/27/2023,1997748311,International,"Iran, Islamic Republic Of",Tehran,English (MA),Complete App,523
523,Female,White,26,10/26/2022,1793653346,International,"Iran, Islamic Republic Of",Tehran,Prevention Science (PHD),Admit-Coming,524
524,Female,White,38,3/2/2023,1495814564,International,"Iran, Islamic Republic Of",Tehran,Public Affairs/Community Development (PHD),Complete App,525
525,Male,White,31,1/30/2023,5961817940,International,"Iran, Islamic Republic Of",West Azarbaijan,Psychology: Psychological Sciences (MA),Submitted App,526
526,Male,Asian,35,1/8/2023,57176-64873,International,"Iran, Islamic Republic Of",West Azarbaijan,Public Affairs/Community Development (PHD),Denied,527
527,Female,Asian,23,2/10/2023,8917776985,International,"Iran, Islamic Republic Of",Yazd,Psychology: Psychological Sciences (MA),Complete App,528
528,Female,Asian,30,9/7/2022,94187-15813,Domestic,"Iran, Islamic Republic Of",None Listed,Biology: Computational and Integrative (PHD),Complete App,529
529,Female,White,25,11/23/2022,1998737867,International,"Iran, Islamic Republic Of",None Listed,Biology: Computational and Integrative (PHD),Complete App,530
530,Female,None Listed,23,2/1/2023,341584871,International,"Iran, Islamic Republic of",None Listed,Computer Science: Scientific Computing (MS),Complete App,531
531,Female,Asian,24,11/25/2022,9145883438,International,"Iran, Islamic Republic Of",None Listed,Data Science (MS),Complete App,532
532,Male,Asian,21,12/29/2022,,International,"Iran, Islamic Republic Of",None Listed,Psychology: Psychological Sciences (MA),Submitted App,533
533,Male,Black or African American,30,11/21/2022,0,International,Jamaica,None Listed,Chemistry (MS),Submitted App,534
534,Female,White,26,9/12/2022,030-0843,Domestic,Japan,Aomori-ken,Creative Writing (MFA) Camden,Complete App,535
535,Female,None Listed,25,2/8/2023,,International,Jordan,None Listed,Biology: Computational and Integrative (PHD),Complete App,536
536,Female,Black or African American,34,2/27/2023,50200,International,Kenya,Bungoma,Public Administration - On Campus (MPA),Started App,537
