index,Gender,Race,Age,Created Date,Mailing Zip/Postal Code,Domestic,Country,State,Program,Status,Index
786,Male,None Listed,28,10/26/2022,02660-1803,Domestic,United States,Massachusetts,Creative Writing (MFA) Camden,Complete App,787
787,Female,Hispanic or Latino,36,12/11/2022,02148-7502,Domestic,United States,Maryland,Creative Writing (MFA) Camden,Complete App,788
788,Female,White,31,12/26/2022,02119-4025,Domestic,United States,Massachusetts,Creative Writing (MFA) Camden,Complete App,789
789,Male,White,23,2/27/2023,2130,Domestic,United States,Massachusetts,English (MA),Complete App,790
790,Male,Asian,25,3/1/2023,02148-5142,International,United States,Massachusetts,English (MA),Complete App,791
791,Female,Black or African American,24,8/16/2022,02368-1533,Domestic,United States,Massachusetts,Forensic Science (MS),Admit-Coming,792
792,Female,White,28,2/22/2023,01906-3070,Domestic,United States,Massachusetts,Prevention Science (PHD),Complete App,793
793,Male,Two or More,24,1/20/2023,01375-9317,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Started App,794
794,Female,Hispanic or Latino,30,2/28/2023,8103,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Started App,795
795,Female,Asian,22,2/21/2023,35749,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Complete App,796
796,Female,White,22,3/6/2023,1063,International,United States,Massachusetts,Public Affairs/Community Development (MS),Complete App,797
797,Male,White,34,3/8/2022,02453-2743,Domestic,United States,Massachusetts,Public Affairs/Community Development (MS),Denied,798
798,Male,Asian,27,3/18/2022,02116-5665,Domestic,United States,Massachusetts,Public Affairs/Community Development (MS),Denied,799
799,Male,None Listed,30,10/31/2022,20901,Domestic,United States,Maryland,Data Science (MS),Admit,800
800,Male,Asian,22,2/3/2023,481043433,International,United States,Michigan,Computer Science: Scientific Computing (MS),Complete App,801
801,Female,Black or African American,45,5/24/2022,48823-6072,International,United States,Michigan,Childhood Studies (PHD),Denied,802
802,Male,Asian,23,11/22/2022,48439-7809,Domestic,United States,Michigan,Data Science (MS),Started App,803
803,Female,Asian,25,2/27/2023,48085,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Complete App,804
804,Male,White,21,2/27/2023,48035-1240,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Complete App,805
805,Male,White,21,2/27/2023,48035-1240,Domestic,United States,Michigan,Public Administration - On Campus (MPA),Complete App,806
806,Female,Asian,22,9/15/2022,55057,Domestic,United States,Minnesota,Chemistry (MS),Admit,807
807,Female,White,40,12/12/2022,55408-5141,Domestic,United States,Minnesota,Childhood Studies (PHD),Admit,808
808,Female,White,28,11/23/2022,55987,Domestic,United States,Minnesota,Creative Writing (MFA) Camden,Complete App,809
809,Female,Black or African American,20,2/22/2023,55106-6614,Domestic,United States,Minnesota,Prevention Science (MS),Complete App,810
810,Female,Black or African American,20,2/27/2023,55106-6614,Domestic,United States,Minnesota,Psychology: Psychological Sciences (MA),Complete App,811
811,Female,White,22,10/19/2022,39232-9773,Domestic,United States,Mississippi,Liberal Studies (MA),Started App,812
812,Male,White,22,7/27/2022,65201,Domestic,United States,Missouri,Creative Writing (MFA) Camden,Complete App,813
813,Female,White,21,2/13/2023,63132,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Started App,814
814,Female,White,25,2/24/2023,65203-3667,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Complete App,815
815,Female,White,25,2/24/2023,65203-3667,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Complete App,816
816,Male,White,32,1/11/2023,59804-7415,Domestic,United States,Montana,Creative Writing (MFA) Camden,Complete App,817
817,Female,White,21,2/23/2023,19104,Domestic,United States,Nebraska,Psychology: Psychological Sciences (MA),Complete App,818
818,Female,Asian,25,2/14/2023,89119-7659,International,United States,Nevada,Biology: Computational and Integrative (PHD),Started App,819
819,Female,Hispanic or Latino,21,2/22/2023,03755-1512,Domestic,United States,New Hampshire,Prevention Science (MS),Complete App,820
820,Male,White,26,5/9/2022,07751-1680,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Started App,821
821,Female,Asian,31,11/24/2022,07081-1408,International,United States,New Jersey,Biology: Computational and Integrative (MS),Started App,822
822,Male,White,26,12/9/2022,08034-2831,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Started App,823
823,Female,None Listed,22,1/12/2023,08221-1347,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Started App,824
824,Female,Black or African American,22,12/20/2022,7078,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Complete App,825
825,Female,Asian,27,10/14/2022,08036-6210,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Started App,826
826,Female,Black or African American,21,10/25/2022,8080,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Started App,827
827,Male,Asian,23,11/17/2022,08002-1553,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Started App,828
828,Female,Asian,26,1/28/2023,08904-2300,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Started App,829
829,Male,White,32,1/29/2023,08077-3465,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Submitted App,830
830,Female,Asian,36,2/12/2023,08837-2780,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Submitted App,831
831,Male,Black or African American,29,10/14/2022,08012-3087,International,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,832
832,Male,White,26,11/20/2022,08205-4221,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,833
833,Female,White,26,11/21/2022,08102-1520,International,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,834
834,Female,Two or More,26,11/28/2022,08102-1520,International,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,835
835,Female,White,25,12/29/2022,07866-3920,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,836
836,Male,Asian,21,1/13/2023,08816-5137,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,837
837,Male,Other,28,2/21/2023,08854-8311,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,838
838,Male,White,53,10/19/2022,08904-2035,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Admit,839
839,Female,Asian,23,11/6/2022,08043-2809,Domestic,United States,New Jersey,Biology (MS),Started App,840
840,Male,Hispanic or Latino,20,2/13/2023,08089-1646,Domestic,United States,New Jersey,Biology (MS),Started App,841
841,Female,Asian,22,1/17/2023,08110-3677,Domestic,United States,New Jersey,Biology (MS),Complete App,842
842,Female,White,21,3/10/2023,08090-1212,Domestic,United States,New Jersey,Biology (MS),Complete App,843
843,Female,White,22,2/6/2023,08108-2504,Domestic,United States,New Jersey,Biology (MS),Admit-Coming,844
844,Male,White,23,11/4/2021,08009-2206,Domestic,United States,New Jersey,Biology (MS),Started App,845
845,Female,White,19,2/14/2023,7438,Domestic,United States,New Jersey,Biology (MS),Started App,846
846,Female,Asian,20,10/25/2022,08056-1027,Domestic,United States,New Jersey,Biology (MS),Admit-Coming,847
847,Female,Asian,27,9/22/2022,8401,Domestic,United States,New Jersey,Business and Science - Computer and Information Sciences (MBS) Camden,Withdrawn,848
848,Female,Asian,25,2/21/2023,08205-4455,Domestic,United States,New Jersey,Chemistry (MS),Started App,849
849,Female,Asian,20,2/23/2023,8084,Domestic,United States,New Jersey,Chemistry (MS),Submitted App,850
850,Female,White,32,12/14/2022,07006-7906,Domestic,United States,New Jersey,Childhood Studies (MA),Started App,851
851,Female,Black or African American,27,1/7/2023,07111-3584,Domestic,United States,New Jersey,Childhood Studies (MA),Started App,852
852,Female,White,22,1/24/2023,08221-1357,Domestic,United States,New Jersey,Childhood Studies (MA),Started App,853
853,Female,Two or More,17,5/28/2022,08401-2505,Domestic,United States,New Jersey,Childhood Studies (MA),Submitted App,854
854,Female,Hispanic or Latino,45,11/29/2022,08105-4340,Domestic,United States,New Jersey,Childhood Studies (MA),Complete App,855
855,Male,Asian,24,2/12/2023,8080,Domestic,United States,New Jersey,Childhood Studies (MA),Complete App,856
856,Female,White,28,3/6/2023,08854-8113,International,United States,New Jersey,Childhood Studies (MA),Complete App,857
857,Female,Black or African American,21,8/1/2022,08817-2448,Domestic,United States,New Jersey,Childhood Studies (MA),Admit,858
858,Female,Two or More,23,8/25/2022,8060,Domestic,United States,New Jersey,Childhood Studies (MA),Admit-Coming,859
859,Female,White,54,12/2/2021,08730-1735,Domestic,United States,New Jersey,Childhood Studies (PHD),Started App,860
860,Female,Hispanic or Latino,19,7/14/2022,07104-5107,Domestic,United States,New Jersey,Childhood Studies (PHD),Started App,861
861,Female,Asian,30,8/13/2022,08620-2817,Domestic,United States,New Jersey,Childhood Studies (PHD),Started App,862
862,Female,White,36,11/30/2022,08540-9550,Domestic,United States,New Jersey,Childhood Studies (PHD),Started App,863
863,Male,Black or African American,56,10/15/2021,08344-5324,Domestic,United States,New Jersey,Childhood Studies (PHD),Submitted App,864
864,Female,White,51,11/16/2022,08035-1511,Domestic,United States,New Jersey,Childhood Studies (PHD),Admit,865
865,Female,Two or More,34,12/27/2022,7006,Domestic,United States,New Jersey,Childhood Studies (PHD),Admit,866
866,Female,Black or African American,48,1/14/2022,08109-3419,Domestic,United States,New Jersey,Childhood Studies (PHD),Admit-Coming,867
867,Female,Black or African American,66,11/16/2022,08016-4010,Domestic,United States,New Jersey,Childhood Studies (PHD),Denied,868
868,Female,White,22,12/14/2022,08080-4503,Domestic,United States,New Jersey,Childhood Studies (MA),Complete App,869
869,Male,Black or African American,27,10/9/2022,08094-3791,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,870
870,Female,Black or African American,29,11/27/2022,07111-3820,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,871
871,Male,Hispanic or Latino,18,12/19/2022,08093-1824,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,872
872,Female,None Listed,23,3/4/2023,08820-2713,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,873
873,Female,American Indian or Alaska Native,27,7/29/2022,08031-1543,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Submitted App,874
874,Male,Black or African American,24,3/7/2023,08021-5813,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Submitted App,875
875,Female,Asian,21,9/28/2022,08837-7012,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Complete App,876
876,Male,Black or African American,22,2/4/2022,08302-1550,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,877
877,Male,Asian,21,10/24/2021,08873-3721,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,878
878,Female,None Listed,45,10/7/2022,07712-4663,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Started App,879
879,Male,Black or African American,46,9/19/2022,08332-1627,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Submitted App,880
880,Female,White,24,9/28/2022,08701-4138,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,881
881,Female,White,24,10/26/2022,08075-1210,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,882
882,Female,White,23,10/31/2022,07423-1549,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,883
883,Male,White,22,11/17/2022,08062-4310,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,884
884,Male,Black or African American,43,11/21/2022,8081,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,885
885,Female,Two or More,49,11/22/2022,8104,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,886
886,Male,White,25,11/23/2022,08109-1947,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,887
887,Female,White,21,11/25/2022,08402-1666,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,888
888,Female,Two or More,21,12/5/2022,7111,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,889
889,Female,White,23,12/13/2022,08106-1135,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,890
890,Female,Black or African American,25,12/23/2022,07107-3491,International,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,891
891,Female,White,35,1/1/2023,07922-2024,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,892
892,Female,White,38,1/1/2023,08110-3332,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,893
893,Female,White,22,1/3/2023,8080,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,894
894,Male,White,22,1/4/2023,08078-1717,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,895
895,Male,White,32,1/4/2023,08648-3929,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,896
896,Female,White,23,1/4/2023,08028-2548,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,897
897,Male,White,29,1/5/2023,08071-1467,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,898
898,Female,White,35,1/13/2023,08102-1631,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,899
899,Female,Two or More,22,1/15/2023,08846-1935,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Complete App,900
900,Female,Asian,22,10/26/2022,08002-2404,Domestic,United States,New Jersey,Criminal Justice (MA),Started App,901
901,Male,Hispanic or Latino,31,2/4/2023,08109-1134,Domestic,United States,New Jersey,Criminal Justice (MA),Started App,902
902,Female,Hispanic or Latino,23,2/9/2023,08105-3526,Domestic,United States,New Jersey,Criminal Justice (MA),Started App,903
903,Female,Black or African American,28,3/10/2023,8401,Domestic,United States,New Jersey,Criminal Justice (MA),Started App,904
904,Female,Hispanic or Latino,38,6/30/2022,08009-9690,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,905
905,Female,Black or African American,23,8/29/2022,8035,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,906
906,Female,White,22,9/4/2022,08054-1892,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,907
907,Male,Asian,22,2/7/2023,08043-1014,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,908
908,Male,White,34,2/9/2023,08105-3910,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,909
909,Female,Black or African American,23,3/7/2023,8012,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,910
910,Female,Black or African American,27,3/8/2023,8046,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App,911
911,Female,White,21,9/13/2022,08053-2933,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,912
912,Female,Hispanic or Latino,22,10/16/2022,08105-1550,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,913
913,Male,Black or African American,33,1/10/2023,07108-1502,International,United States,New Jersey,Criminal Justice (MA),Admit-Coming,914
914,Female,White,24,1/19/2023,8059,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,915
915,Female,White,24,2/14/2023,8043,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,916
916,Female,Hispanic or Latino,21,2/21/2023,08107-2308,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,917
917,Female,Black or African American,24,11/15/2022,8108,Domestic,United States,New Jersey,Criminal Justice (MA),Admit-Coming,918
918,Male,None Listed,31,9/19/2022,08648-4726,International,United States,New Jersey,Data Science (MS),Started App,919
919,Female,White,21,11/14/2022,08055-3806,Domestic,United States,New Jersey,Data Science (MS),Started App,920
920,Female,Asian,31,11/26/2022,07020-1818,Domestic,United States,New Jersey,Data Science (MS),Started App,921
921,Male,Black or African American,23,12/14/2022,07087-6445,Domestic,United States,New Jersey,Data Science (MS),Started App,922
922,Male,White,42,12/29/2022,07002-3964,Domestic,United States,New Jersey,Data Science (MS),Started App,923
923,Female,Asian,48,1/15/2023,08820-4640,Domestic,United States,New Jersey,Data Science (MS),Started App,924
924,Male,Asian,28,2/10/2023,08648-1327,Domestic,United States,New Jersey,Data Science (MS),Started App,925
925,Female,Two or More,21,3/5/2023,8755,Domestic,United States,New Jersey,Data Science (MS),Started App,926
926,Female,Black or African American,26,11/14/2022,07076-3110,Domestic,United States,New Jersey,Data Science (MS),Submitted App,927
927,Female,None Listed,25,1/2/2023,08816-1415,Domestic,United States,New Jersey,Data Science (MS),Submitted App,928
928,Female,Two or More,21,12/23/2022,08016-3843,Domestic,United States,New Jersey,Data Science (MS),Complete App,929
929,Male,Asian,21,10/30/2022,7045,Domestic,United States,New Jersey,Data Science (MS),Admit,930
930,Female,Asian,22,12/21/2022,08807-1245,International,United States,New Jersey,Data Science (MS),Admit,931
931,Male,White,21,1/6/2023,07646-2139,Domestic,United States,New Jersey,Data Science (MS),Admit,932
932,Male,White,24,1/19/2023,07076-2957,Domestic,United States,New Jersey,Data Science (MS),Admit,933
933,Male,White,22,1/24/2023,07726-3234,Domestic,United States,New Jersey,Data Science (MS),Admit,934
934,Male,White,44,1/3/2023,07733-1160,Domestic,United States,New Jersey,Data Science (MS),Admit-Coming,935
935,Male,None Listed,25,2/23/2023,8043,Domestic,United States,New Jersey,Data Science (MS),Admit-Coming,936
936,Female,White,26,10/22/2021,08081-2173,Domestic,United States,New Jersey,English (MA),Started App,937
937,Female,Hispanic or Latino,21,4/27/2022,08234-7540,Domestic,United States,New Jersey,English (MA),Started App,938
938,Male,White,23,11/28/2022,08003-1993,Domestic,United States,New Jersey,English (MA),Started App,939
939,Male,Asian,49,2/14/2023,08816-2903,International,United States,New Jersey,English (MA),Started App,940
940,Male,None Listed,30,8/9/2021,8043,Domestic,United States,New Jersey,English (MA),Submitted App,941
941,Female,White,22,2/5/2023,8873,Domestic,United States,New Jersey,English (MA),Complete App,942
942,Female,Black or African American,23,8/30/2022,07201-2663,Domestic,United States,New Jersey,Forensic Science (MS),Started App,943
943,Female,White,22,9/23/2022,08031-1954,Domestic,United States,New Jersey,Forensic Science (MS),Started App,944
944,Female,Two or More,22,12/8/2022,8026,Domestic,United States,New Jersey,Forensic Science (MS),Started App,945
945,Female,Black or African American,22,1/18/2023,08823-1530,Domestic,United States,New Jersey,Forensic Science (MS),Started App,946
946,Female,White,21,2/15/2023,8003,Domestic,United States,New Jersey,Forensic Science (MS),Started App,947
947,Male,White,22,2/16/2023,8090,Domestic,United States,New Jersey,Forensic Science (MS),Started App,948
948,Female,White,22,3/3/2023,8550,Domestic,United States,New Jersey,Forensic Science (MS),Started App,949
949,Female,Two or More,23,11/23/2022,07876-2113,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App,950
950,Female,White,21,2/16/2023,8003,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App,951
951,Female,White,21,12/6/2022,08086-3119,Domestic,United States,New Jersey,Forensic Science (MS),Complete App,952
952,Male,Hispanic or Latino,22,2/9/2023,07747-2760,Domestic,United States,New Jersey,Forensic Science (MS),Complete App,953
953,Female,White,44,2/24/2023,8094,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Started App,954
954,Male,White,22,3/9/2023,07753-3941,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Complete App,955
955,Male,White,22,3/10/2023,08054-2618,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Complete App,956
956,Female,White,20,11/10/2022,08096-5044,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,957
957,Female,White,22,11/30/2022,08007-1432,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,958
958,Female,Black or African American,21,3/1/2023,08205-4484,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,959
959,Female,Black or African American,22,10/25/2022,08109-3013,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit-Coming,960
960,Male,White,36,3/1/2023,7040,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit-Coming,961
961,Female,White,32,4/19/2022,08648-2918,Domestic,United States,New Jersey,Liberal Studies (MA),Started App,962
962,Female,White,18,11/30/2022,07934-2126,Domestic,United States,New Jersey,Liberal Studies (MA),Started App,963
963,Female,White,31,9/19/2021,08691-3206,Domestic,United States,New Jersey,Liberal Studies (MA),Started App,964
964,Female,Two or More,26,1/13/2022,07803-3022,Domestic,United States,New Jersey,Liberal Studies (MA),Started App,965
965,Female,White,48,3/10/2023,8902,Domestic,United States,New Jersey,Liberal Studies (MA),Started App,966
966,Female,White,37,8/4/2022,08060-3710,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,967
967,Female,White,30,1/16/2023,07661-2120,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,968
968,Female,Black or African American,61,2/10/2023,07016-2624,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,969
969,Female,Asian,23,8/17/2022,08012-2006,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Withdrawn,970
970,Female,White,24,2/22/2023,07726-2839,Domestic,United States,New Jersey,Prevention Science (MS),Complete App,971
971,Male,Black or African American,26,2/20/2023,8109,Domestic,United States,New Jersey,Prevention Science (PHD),Started App,972
972,Female,White,39,8/17/2022,08215-1619,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,973
973,Male,White,42,9/13/2022,8057,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,974
974,Female,White,40,2/22/2023,08807-1416,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,975
975,Female,Asian,23,2/22/2023,07302-4252,International,United States,New Jersey,Prevention Science (PHD),Complete App,976
976,Female,Black or African American,46,2/22/2023,8361,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,977
977,Female,Black or African American,27,2/22/2023,07305-3509,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,978
978,Female,White,28,2/22/2023,07932-1794,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,979
979,Female,White,27,2/22/2023,08201-2549,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,980
980,Female,None Listed,34,3/1/2023,8048,Domestic,United States,New Jersey,Prevention Science (PHD),Complete App,981
981,Female,Black or African American,29,12/15/2021,08043-4610,Domestic,United States,New Jersey,Prevention Science (PHD),Admit,982
982,Female,White,49,9/30/2022,08055-1425,Domestic,United States,New Jersey,Prevention Science (PHD),Admit-Coming,983
983,Male,Black or African American,40,2/20/2023,8094,Domestic,United States,New Jersey,Prevention Science (PHD),Admit-Coming,984
984,Female,White,47,8/5/2022,07762-2529,Domestic,United States,New Jersey,Prevention Science (PHD),Deferred to Spring,985
985,Female,White,25,3/10/2022,07735-5209,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,986
986,Female,Hispanic or Latino,24,3/17/2022,08360-4736,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,987
987,Female,Two or More,22,3/18/2022,08081-1872,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,988
988,Female,White,22,5/20/2022,08093-1133,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,989
989,Female,White,23,6/7/2022,08406-1855,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,990
990,Female,White,29,9/11/2022,8003,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,991
991,Female,White,25,12/4/2022,08002-1543,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,992
992,Female,Black or African American,23,12/6/2022,08081-3932,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,993
993,Male,White,25,1/19/2023,08027-1242,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,994
994,Male,White,54,2/2/2023,08004-1611,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,995
995,Female,White,22,2/4/2023,07059-5827,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,996
996,Female,White,22,6/7/2022,08012-2211,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,997
997,Female,Two or More,37,8/24/2022,8053,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,998
998,Female,Black or African American,25,11/9/2022,08015-0439,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,999
999,Male,White,25,2/1/2023,8027,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1000
1000,Female,White,23,2/19/2023,8037,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1001
1001,Female,Black or African American,27,2/27/2023,8103,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1002
1002,Male,Black or African American,36,3/2/2023,8016,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1003
1003,Female,White,28,3/15/2022,08081-1006,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1004
1004,Female,Two or More,20,6/9/2022,08077-4208,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1005
1005,Female,Hispanic or Latino,23,8/15/2022,08724-2010,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1006
1006,Female,Asian,32,10/27/2022,8857,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1007
1007,Female,Hispanic or Latino,22,10/28/2022,08105-4309,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1008
1008,Male,Two or More,21,12/5/2022,08083-2131,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1009
1009,Female,Black or African American,21,1/19/2023,08102-1520,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1010
1010,Female,White,20,2/24/2023,08060-3297,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1011
1011,Female,Black or African American,22,2/24/2023,08873-1816,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1012
1012,Female,White,21,2/24/2023,07853-3422,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1013
1013,Male,None Listed,29,2/26/2023,07002-5878,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1014
1014,Female,Two or More,22,2/27/2023,07748-5104,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1015
1015,Female,Two or More,22,2/27/2023,07748-5104,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1016
1016,Female,Asian,32,2/27/2023,7762,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1017
1017,Female,Hispanic or Latino,35,2/27/2023,7304,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1018
1018,Female,Black or African American,30,3/1/2023,7050,International,United States,New Jersey,Psychology: Psychological Sciences (MA),Complete App,1019
1019,Female,Asian,21,5/10/2022,08330-1471,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,1020
1020,Male,White,38,7/18/2022,8108,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App,1021
1021,Female,Two or More,40,3/6/2023,8081,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App,1022
1022,Male,Asian,42,8/26/2022,7110,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Submitted App,1023
1023,Female,White,51,12/28/2022,8009,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Submitted App,1024
1024,Female,Black or African American,53,2/17/2023,8618,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Complete App,1025
1025,Male,Asian,47,8/16/2022,08515-9720,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit,1026
