City,State,Lat,Long,Country,Date Started App,Date Submitted App,Program,Status
Cedar Grove,New Jersey,30.1812,-85.6268,United States,44998,,Childhood Studies (MA),Started App
Cedar Rapids,Iowa,41.9662,-91.6783,United States,44882,44910,Chemistry (MS),Admit
Changzhou,Jiangsu,31.8122,119.9692,China,44936,44936,Data Science (MS),Admit
Changzhou,Jiangsu,31.8122,119.9692,China,44942,44945,Data Science (MS),Denied
Chaoyang,Beijing,41.5757,120.4486,China,44924,44958,Public Affairs/Community Development (MS),Denied
Charleston,South Carolina,32.8168,-79.9687,United States,44879,44891,Biology: Computational and Integrative (MS),Denied
Charleston,South Carolina,32.8168,-79.9687,United States,44879,44891,Chemistry (MS),Admit
Charlotte,North Carolina,35.2083,-80.8303,United States,44882,44882,Prevention Science (PHD),Deferred to Fall
Charlottesville,Virginia,38.0375,-78.4855,United States,44858,,Childhood Studies (PHD),Started App
Chattogram,Select One...,22.335,91.8325,Bangladesh,44613,44895,Biology: Computational and Integrative (PHD),Admit-Coming
Cheltenham,Pennsylvania,40.060945,-75.094063,United Kingdom,44899,,Biology: Computational and Integrative (PHD),Started App
Chengdu,Sichuan,30.66,104.0633,China,44883,44900,Computer Science: Scientific Computing (MS),Complete App
Chennai,Tamil Nadu,13.0825,80.275,India,44879,44888,Biology: Computational and Integrative (MS),Denied
Chennai,Tamilnadu,13.0825,80.275,India,44542,,Business and Science - Computer and Information Sciences (MBS) Camden,Started App
Chennai,Tamil Nadu,13.0825,80.275,India,44953,45022,Computer Science: Scientific Computing (MS),Submitted App
Chennai,Tamil Nadu,13.0825,80.275,India,45007,45033,Computer Science: Scientific Computing (MS),Submitted App
Chennai,Tamil Nadu,13.0825,80.275,India,44861,44956,Computer Science: Scientific Computing (MS),Complete App
Chennai,Tamil Nadu,13.0825,80.275,India,44957,44957,Computer Science: Scientific Computing (MS),Admit
Chennai,Tamil nadu,13.0825,80.275,India,44529,44555,Computer Science: Scientific Computing (MS),Admit
Chennai,Tamil Nadu,13.0825,80.275,India,44911,44915,Computer Science: Scientific Computing (MS),Admit-Not Coming
Chennai,TamilNadu,13.0825,80.275,India,44864,,Data Science (MS),Started App
Chennai,TamilNadu,13.0825,80.275,India,44892,,Data Science (MS),Started App
Chennai,TamilNadu,13.0825,80.275,India,44922,,Data Science (MS),Started App
Chennai,Tamilnadu,13.0825,80.275,India,44923,,Data Science (MS),Started App
Chennai,,13.0825,80.275,India,44946,,Data Science (MS),Started App
Chennai,Tamil Nadu,13.0825,80.275,India,45011,,Data Science (MS),Started App
Chennai,Tamil Nadu,13.0825,80.275,India,44918,44919,Data Science (MS),Complete App
Chennai,Tamil Nadu,13.0825,80.275,India,44913,44933,Data Science (MS),Admit
Chennai,Tamil Nadu,13.0825,80.275,India,44906,44915,Data Science (MS),Admit
Chennai,,13.0825,80.275,India,44921,44921,Data Science (MS),Admit
Chennai,TamilNadu,13.0825,80.275,India,44949,44973,Data Science (MS),Admit
Chennai,Tamil Nadu,13.0825,80.275,India,44985,44985,Data Science (MS),Admit
CHENNAI,Tamil Nadu,13.0825,80.275,India,44912,44942,Data Science (MS),Admit-Coming
Chennai,Tamil Nadu,13.0825,80.275,India,44948,44957,Data Science (MS),Admit-Coming
Chennai,Tamil Nadu,13.0825,80.275,India,44976,44976,Data Science (MS),Admit-Coming
Chennai,Tamil Nadu,13.0825,80.275,India,45035,45042,Biology (MS),Submitted App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44904,45038,Biology: Computational and Integrative (MS),Submitted App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,45006,45006,Biology: Computational and Integrative (MS),Denied
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44891,,Biology: Computational and Integrative (PHD),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44860,,Criminal Justice (MA),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44893,,English (MA),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44898,,Forensic Science (MS),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44972,,Forensic Science (MS),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44973,44985,Forensic Science (MS),Admit
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44815,,Psychology: Psychological Sciences (MA),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44899,,Psychology: Psychological Sciences (MA),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44873,44895,Psychology: Psychological Sciences (MA),Complete App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,45039,,Public Administration - On Campus (MPA),Started App
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44960,44964,Public Administration - On Campus (MPA),Admit-Coming
Cherry Hill,New Jersey,38.5696,-77.2895,United States,44851,44967,Teacher Education (MAT),Complete App
Chesterfield,New Jersey,38.6589,-90.5803,United States,44720,44720,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit
Chicago,Illinois,41.8375,-87.6866,United States,44900,44934,Childhood Studies (PHD),Admit-Coming
Chicago,Illinois,41.8375,-87.6866,United States,44985,44986,Computer Science: Scientific Computing (MS),Submitted App
Chicago,Illinois,41.8375,-87.6866,United States,44910,44910,English (MA),Admit-Withdrawn
Chicago,Illinois,41.8375,-87.6866,United States,44851,44892,Psychology: Psychological Sciences (MA),Complete App
Chicago,Illinois,41.8375,-87.6866,United States,44974,44983,Psychology: Psychological Sciences (MA),Complete App
Chicago,Illinois,41.8375,-87.6866,United States,44892,,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App
Chicopee,Massachusetts,42.1764,-72.5719,United States,44895,44896,Prevention Science (PHD),Denied
Chiniot,Punjab,31.7194,72.9842,Pakistan,44923,44924,Criminal Justice (MA),Submitted App
Chittoor,Andhra Pradesh,13.216,79.098,India,44879,,Data Science (MS),Started App
Chittoor,Andhra Pradesh,13.216,79.098,India,44932,,Data Science (MS),Started App
chongqing,Chongqing,29.55,106.5069,China,44929,,Computer Science: Scientific Computing (MS),Started App
Cinnaminson,New Jersey,40.0008,-74.993,United States,44955,44955,Biology: Computational and Integrative (PHD),Admit-Coming
Cinnaminson,New Jersey,40.0008,-74.993,United States,44774,44781,Psychology: Psychological Sciences (MA),Complete App
Clementon,New Jersey,39.8046,-74.985,United States,44992,44992,Computer Science: Scientific Computing (MS),Submitted App
Clermont,Florida,28.5325,-81.7208,United States,44649,44657,Creative Writing (MFA) Camden,Withdrawn
Cleveland,Ohio,41.4764,-81.6805,United States,45040,45040,Biology: Computational and Integrative (PHD),Admit-Coming
Clifton,New Jersey,40.863,-74.1575,United States,44649,,Public Affairs/Community Development (PHD),Started App
Clinton Township,Michigan,42.572383,-82.943125,#N/A,44887,44893,Psychology: Psychological Sciences (MA),Admit-Withdrawn
Clinton Township,Michigan,42.572383,-82.943125,#N/A,44887,44893,Public Administration - On Campus (MPA),Denied
Clintondale,New York,41.6924,-74.0429,United States,44910,44910,Creative Writing (MFA) Camden,Denied
Coimbatore,Tamil Nadu,11.0168,76.9558,India,44944,44950,Computer Science: Scientific Computing (MS),Complete App
Coimbatore,Tamil Nadu,11.0168,76.9558,India,44895,,Data Science (MS),Started App
Coimbatore,Tamil Nadu,11.0168,76.9558,India,44954,44955,Data Science (MS),Admit
Coimbatore,Tamil Nadu,11.0168,76.9558,India,44945,44945,Data Science (MS),Admit-Coming
College Park,Maryland,38.996,-76.9337,United States,44837,44941,Childhood Studies (PHD),Denied
Collingswood,New Jersey,39.916,-75.0758,United States,45036,45036,Biology: Computational and Integrative (MS),Submitted App
Colombo,Western,6.9344,79.8428,Sri Lanka,44862,44894,Biology: Computational and Integrative (MS),Admit
Columbia,Missouri,34.0378,-80.9036,United States,44769,44870,Creative Writing (MFA) Camden,Denied
Columbia,Missouri,34.0378,-80.9036,United States,44817,44870,Psychology: Psychological Sciences (MA),Complete App
Columbia,Missouri,34.0378,-80.9036,United States,44775,44848,Psychology: Psychological Sciences (MA),Complete App
Columbus,Ohio,39.9862,-82.9855,United States,44871,44871,"History (American, Global, Public) (MA)",Admit-Withdrawn
Conakry,Conakry,9.5092,-13.7122,Guinea,44583,44583,Public Administration - On Campus (MPA),Submitted App
Copenhagen,Region Hovedstaden,43.8934,-75.6726,United States,44922,,Biology: Computational and Integrative (PHD),Started App
Copenhagen,Capital,43.8934,-75.6726,United States,44937,44940,Data Science (MS),Submitted App
Corona,New York,33.8616,-117.5649,United States,44929,44957,Computer Science: Scientific Computing (MS),Complete App
Corvallis,Oregon,44.5698,-123.2779,United States,44980,,Data Science (MS),Started App
Cranford,New Jersey,40.6548,-74.3053,United States,44967,44967,Liberal Studies - Online (MA),Admit-Coming
Cumilla,,23.464589,91.172433,Bangladesh,44902,44906,Data Science (MS),Denied
Cumilla,,23.464589,91.172433,#N/A,44967,44967,Mathematical Sciences (MS),Admit
Cumming,Georgia,34.2063,-84.1339,United States,44886,,Biology: Computational and Integrative (MS),Started App
Dallas,Texas,32.7935,-96.7667,United States,44875,44909,English (MA),Denied
Dallas,Texas,32.7935,-96.7667,United States,44860,,Forensic Science (MS),Started App
Dallas,Texas,32.7935,-96.7667,United States,44877,44896,Psychology: Psychological Sciences (MA),Complete App
Daqing,Heilongjiang,46.5979,125.008,China,44894,44944,Data Science (MS),Denied
Dar Es Salaam,,-6.8161,39.2803,Tanzania,44884,44886,English (MA),Denied
Dar es Salaam,,-6.8161,39.2803,Tanzania,44890,44916,English (MA),Denied
DARSI,ANDHRA PRADESH,15.7667,79.6833,India,44803,44803,Mathematical Sciences (MS),Denied
Davis,California,38.5553,-121.737,United States,44881,44921,Creative Writing (MFA) Camden,Denied
Delhi,,37.4306,-120.7759,United States,44878,44878,Computer Science: Scientific Computing (MS),Complete App
Delhi,Delhi,37.4306,-120.7759,United States,44879,,Data Science (MS),Started App
Delhi,Delhi,37.4306,-120.7759,United States,44912,,Data Science (MS),Started App
Delhi,Delhi,37.4306,-120.7759,United States,44921,44952,Data Science (MS),Submitted App
Delhi,Delhi,37.4306,-120.7759,United States,44990,44990,Data Science (MS),Admit
delhi,delhi,37.4306,-120.7759,United States,44931,44985,Data Science (MS),Admit-Coming
Delran,New Jersey,40.017,-74.9495,United States,45001,,Biology (MS),Started App
Delran,New Jersey,40.017,-74.9495,United States,44860,44871,Creative Writing (MFA) Camden,Denied
Denton,Texas,33.2175,-97.1418,United States,44879,44895,Psychology: Psychological Sciences (MA),Complete App
Denver,Colorado,39.762,-104.8758,United States,44888,44888,Prevention Science (PHD),Denied
Denver,Colorado,39.762,-104.8758,United States,44893,44973,Public Administration - On Campus (MPA),Admit-Withdrawn
Deptford,New Jersey,39.8157,-75.1181,United States,45030,,Biology (MS),Started App
Deptford,New Jersey,39.8157,-75.1181,United States,45044,,Forensic Science (MS),Started App
Dhaka,Dhaka Division,23.7639,90.3889,Bangladesh,44891,44893,Biology: Computational and Integrative (MS),Complete App
Dhaka,,23.7639,90.3889,Bangladesh,44942,44961,Biology: Computational and Integrative (MS),Complete App
Dhaka,Dhaka,23.7639,90.3889,Bangladesh,44778,44894,Biology: Computational and Integrative (MS),Complete App
Dhaka,,23.7639,90.3889,Bangladesh,44985,44985,Biology: Computational and Integrative (MS),Complete App
Dhaka,,23.7639,90.3889,Bangladesh,44985,44985,Biology: Computational and Integrative (MS),Denied
Dhaka,,23.7639,90.3889,Bangladesh,44880,44895,Biology: Computational and Integrative (MS),Denied
Dhaka,,23.7639,90.3889,Bangladesh,44909,,Biology: Computational and Integrative (PHD),Started App
Dhaka,Dhaka Division,23.7639,90.3889,Bangladesh,44891,44893,Biology (MS),Complete App
Dhaka,,23.7639,90.3889,Bangladesh,44942,44961,Biology (MS),Complete App
Dhaka,,23.7639,90.3889,Bangladesh,44942,44961,Chemistry (MS),Admit
Dhaka,Dhaka,23.7639,90.3889,Bangladesh,44946,,Data Science (MS),Started App
DHAKA,DHAKA,23.7639,90.3889,Bangladesh,44947,,Data Science (MS),Started App
Dhaka,Dhaka,23.7639,90.3889,Bangladesh,44905,44985,Data Science (MS),Denied
Dhaka,,23.7639,90.3889,Bangladesh,44938,,English (MA),Started App
Dhaka,Dhaka Division,23.7639,90.3889,Bangladesh,44891,44893,Forensic Science (MS),Denied
Dhaka,Dhaka Division,23.7639,90.3889,Bangladesh,44501,44521,Mathematical Sciences (MS),Admit
Dhaka,,23.7639,90.3889,Bangladesh,44897,,Psychology: Psychological Sciences (MA),Started App
Dillsburg,Pennsylvania,40.1103,-77.0335,United States,44942,44983,Forensic Science (MS),Admit-Withdrawn
Doha,Doha,25.2867,51.5333,Qatar,44830,44883,Prevention Science (PHD),Withdrawn
Doha,,25.2867,51.5333,Qatar,44805,44985,Psychology: Psychological Sciences (MA),Complete App
Downingtown,Pennsylvania,40.0076,-75.7019,United States,44723,44861,Childhood Studies (PHD),Submitted App
Drexel Hill,Pennsylvania,39.9495,-75.3038,United States,44985,44985,Computer Science: Scientific Computing (MS),Submitted App
Dryden,New York,42.9456,-83.124,United States,44926,44936,Public Administration - On Campus (MPA),Admit-Coming
Dubai,Dubai,25.2631,55.2972,United Arab Emirates,44926,44941,Computer Science: Scientific Computing (MS),Complete App
Dublin,California,37.7161,-121.8963,United States,44929,44929,Data Science (MS),Admit
Durham,North Carolina,35.9792,-78.9022,United States,44935,44936,Creative Writing (MFA) Camden,Denied
Durham,Durham,35.9792,-78.9022,United States,44900,44900,English (MA),Admit
Durham,North Carolina,35.9792,-78.9022,United States,44886,44895,Prevention Science (MS),Denied
East Brunswick,New Jersey,40.4281,-74.4179,United States,44928,44971,Data Science (MS),Denied
East Brunswick,New Jersey,40.4281,-74.4179,United States,44971,,English (MA),Started App
East Brunswick,New Jersey,40.4281,-74.4179,United States,45009,,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App
Eagle Rock,California,37.6423,-79.7919,United States,44863,44890,Psychology: Psychological Sciences (MA),Complete App
East Brunswick,New Jersey,40.4281,-74.4179,United States,44939,44968,Biology: Computational and Integrative (PHD),Admit-Coming
East Lansing,Michigan,42.748,-84.4836,United States,44705,44719,Childhood Studies (PHD),Denied
East Palo Alto,California,37.4671,-122.1352,United States,44884,44896,Biology (MS),Denied
Eastampton Township,New Jersey,40.003452,-74.753443,United States,44851,44895,Psychology: Psychological Sciences (MA),Complete App
Easton,Pennsylvania,40.6858,-75.2209,United States,44864,44864,Creative Writing (MFA) Camden,Denied
Edgewater,New Jersey,28.9594,-80.9406,United States,44891,,Data Science (MS),Started App
Edison,New Jersey,31.5608,-84.7374,United States,44969,44977,Biology: Computational and Integrative (PHD),Admit-Coming
Edison,New Jersey,31.5608,-84.7374,United States,44774,44776,Childhood Studies (MA),Admit-Withdrawn
Edison,New Jersey,31.5608,-84.7374,United States,44989,,Computer Science: Scientific Computing (MS),Started App
Edison,New Jersey,31.5608,-84.7374,United States,44847,44864,Computer Science: Scientific Computing (MS),Complete App
Edison,New Jersey,31.5608,-84.7374,United States,44941,,Data Science (MS),Started App
Egg Harbor City,New Jersey,39.528728,-74.647936,United States,44790,44810,Prevention Science (PHD),Admit-Withdrawn
Egg Harbor Township,New Jersey,39.528728,-74.647936,United States,45020,45020,Criminal Justice (MA),Submitted App
Egg Harbor Township,New Jersey,39.528728,-74.647936,United States,44678,,English (MA),Started App
El Paso,Texas,31.8476,-106.43,United States,44456,44892,English (MA),Admit
Elizabeth,New Jersey,40.6658,-74.1913,United States,44936,,Forensic Science (MS),Started App
Elkins Park,Pennsylvania,40.0775,-75.128,United States,44923,44923,Prevention Science (PHD),Denied
Elmhurst,New York,41.8973,-87.9432,United States,44881,44896,Prevention Science (PHD),Denied
Enugu,Enugu,6.4528,7.5111,Nigeria,44824,44832,Public Affairs/Community Development (MS),Complete App
Erie,Pennsylvania,42.1167,-80.0733,United States,44965,44965,Computer Science: Scientific Computing (MS),Submitted App
Erie,Pennsylvania,42.1167,-80.0733,United States,44895,44896,Psychology: Psychological Sciences (MA),Complete App
Evanston,Illinois,42.0464,-87.6943,United States,44933,44940,English (MA),Admit
Evanston,Illinois,42.0464,-87.6943,United States,44730,44883,Psychology: Psychological Sciences (MA),Admit
Evergreen Park,Illinois,41.7213,-87.7013,United States,44828,44896,Prevention Science (PHD),Alternative Admission
Ewing,New Jersey,42.2594,-98.3438,United States,44860,44910,Biology (MS),Admit-Coming
Ewing,New Jersey,42.2594,-98.3438,United States,45013,,Criminal Justice (MA),Started App
Ewing,New Jersey,42.2594,-98.3438,United States,44985,44985,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
Ewing,New Jersey,42.2594,-98.3438,United States,44638,44638,Public Affairs/Community Development (MS),Complete App
Falls,Pennsylvania,40.1686,-74.7915,United States,44900,44906,Biology: Computational and Integrative (MS),Admit-Coming
Fargo,North Dakota,46.8651,-96.8292,United States,44902,44903,Biology (MS),Admit
Faridabad,Haryana,28.382219,77.303093,India,44984,,Computer Science: Scientific Computing (MS),Started App
Faridabad,Haryana,28.382219,77.303093,India,44896,,Data Science (MS),Started App
Faridabad,Haryana,28.382219,77.303093,India,44898,44916,Data Science (MS),Submitted App
Faridabad,Haryana,28.382219,77.303093,India,44898,44898,Data Science (MS),Admit
Faridabad,Haryana,28.382219,77.303093,India,44949,44953,Psychology: Psychological Sciences (MA),Submitted App
FCT,Abuja,28.382219,77.303093,India,44924,44956,Computer Science: Scientific Computing (MS),Submitted App
FCT,Abuja,28.382219,77.303093,India,44981,44981,Data Science (MS),Admit-Coming
Ferozepur,Punjab,28.382219,77.303093,India,44882,44884,Psychology: Psychological Sciences (MA),Complete App
Fes,Fès-Meknès,28.382219,77.303093,India,44915,44960,Data Science (MS),Submitted App
Fishers,Indiana,39.9588,-85.9659,United States,44817,44886,Prevention Science (MS),Denied
Flanders,New Jersey,40.8412,-74.7102,United States,44809,44880,Psychology: Psychological Sciences (MA),Complete App
Florham Park,New Jersey,40.7773,-74.3953,United States,44872,44890,Prevention Science (PHD),Admit-Coming
Flowood,Mississippi,32.3359,-90.0802,United States,44853,,Liberal Studies - Online (MA),Started App
Flushing,New York,43.0637,-83.8403,United States,44910,,Biology: Computational and Integrative (PHD),Started App
Flushing,New York,43.0637,-83.8403,United States,44860,44896,Prevention Science (PHD),Denied
Foley,Alabama,30.3983,-87.665,United States,44897,44897,Public Administration - On Campus (MPA),Submitted App
Fond du Lac,Wisconsin,43.7718,-88.4397,United States,44828,,Data Science (MS),Started App
Forest Hills,New York,42.9577,-85.4895,United States,44848,44941,Creative Writing (MFA) Camden,Denied
Forest Hills,New York,42.9577,-85.4895,United States,44634,44649,Public Affairs/Community Development (MS),Admit-Coming
Fort Wayne,Indiana,41.0888,-85.1436,United States,44932,44985,Psychology: Psychological Sciences (MA),Admit
Foshan,Guangdong,23.0292,113.1056,China,44870,44892,Biology (MS),Complete App
Fountain,Colorado,38.6886,-104.6829,United States,44826,44896,Prevention Science (MS),Denied
Fountain Valley,California,33.7105,-117.9514,United States,44861,44946,Creative Writing (MFA) Camden,Denied
Franklin Park,New Jersey,41.9361,-87.8794,United States,44944,,Forensic Science (MS),Started App
Freetown,Freetown/Western,38.9773,-86.1269,United States,44841,44980,Computer Science: Scientific Computing (MS),Submitted App
Freetown,Freetown/Western,38.9773,-86.1269,United States,44984,44986,Data Science (MS),Submitted App
Fremont,California,37.5265,-121.9843,United States,44850,44895,Psychology: Psychological Sciences (MA),Complete App
Gaborone,,-24.6581,25.9122,Botswana,44889,44894,Psychology: Psychological Sciences (MA),Complete App
Gainesville,Florida,29.6804,-82.3459,United States,44902,44943,Creative Writing (MFA) Camden,Denied
Gainesville,Florida,29.6804,-82.3459,United States,44910,,Data Science (MS),Started App
Galloway,New Jersey,39.2339,-80.1277,United States,44885,44936,Biology: Computational and Integrative (PHD),Withdrawn
Galloway,New Jersey,39.2339,-80.1277,United States,44978,,Chemistry (MS),Started App
Galloway,New Jersey,39.2339,-80.1277,United States,44888,44910,"History (American, Global, Public) (MA)",Admit-Coming
Gibbsboro,New Jersey,39.8333,-74.9657,United States,44903,45019,Forensic Science (MS),Admit
Gibbstown,New Jersey,39.8233,-75.2782,United States,45013,,Data Science (MS),Started App
Gibbstown,New Jersey,39.8233,-75.2782,United States,44984,44984,Psychology: Psychological Sciences (MA),Submitted App
Giza,,29.987,31.2118,Egypt,44492,44580,Biology: Computational and Integrative (PHD),Alternative Admission
Giza,,29.987,31.2118,Egypt,44931,44971,Biology: Computational and Integrative (PHD),Denied
Gladstone,New Jersey,39.2134,-94.5592,United States,44895,,Liberal Studies (MA),Started App
Glassboro,New Jersey,39.7014,-75.1113,United States,44930,44943,Creative Writing (MFA) Camden,Denied
Glen Burnie,Maryland,39.156,-76.6071,United States,44932,,"History (American, Global, Public) (MA)",Started App
Glendale,New York,33.5791,-112.2311,United States,44871,44910,"History (American, Global, Public) (MA)",Admit-Coming
Gloucester City,New Jersey,39.8924,-75.1172,United States,44739,44952,Teacher Education (MAT),Submitted App
Goshen,New York,41.5743,-85.8309,United States,44945,44947,Creative Writing (MFA) Camden,Denied
Grand Blanc,Michigan,42.9258,-83.6181,United States,44887,,Data Science (MS),Started App
grand prairie,Texas,32.6871,-97.0208,United States,45009,,Forensic Science (MS),Started App
Grand Rapids,Michigan,42.9619,-85.6562,United States,44527,44528,Psychology: Psychological Sciences (MA),Admit-Coming
Granite Bay,California,38.7601,-121.1714,United States,44631,44877,English (MA),Admit
Great Neck,New York,40.8029,-73.7333,United States,44831,44883,Prevention Science (PHD),Admit-Coming
Green Bay,Wisconsin,44.5148,-87.9895,United States,44909,44909,Creative Writing (MFA) Camden,Denied
Guangzhou,Guangdong,23.13,113.26,China,44933,44938,Data Science (MS),Denied
Guangzhou,Guangdong,23.13,113.26,China,44945,44945,Data Science (MS),Denied
Guangzhou,Guangdong,23.13,113.26,China,44867,44892,Psychology: Psychological Sciences (MA),Complete App
Guaynabo,Puerto Rico,18.3832,-66.1134,United States,44882,44895,Biology: Computational and Integrative (PHD),Denied
Guntakal,Andhra Pradesh,15.17,77.38,India,44867,44867,Data Science (MS),Submitted App
GURGAON,HARYANA,28.456,77.029,India,44909,,Biology: Computational and Integrative (MS),Started App
Gurgaon,Haryana,28.456,77.029,India,44885,44943,Childhood Studies (PHD),Denied
GURGAON,HARYANA,28.456,77.029,India,44934,,Data Science (MS),Started App
Gurgaon,Haryana,28.456,77.029,India,45015,45015,Data Science (MS),Denied
Gyeonggi-do,,37.4138,127.5183,"Korea, Republic of",44819,44956,Data Science (MS),Denied
Hacienda Heights,California,33.997,-117.9727,United States,44912,44983,English (MA),Admit
Haddon Heights,New Jersey,39.8792,-75.0645,United States,44881,44907,Childhood Studies (PHD),Admit-Coming
Haddon Heights,New Jersey,39.8792,-75.0645,United States,44802,44866,Criminal Justice (MA),Submitted App
haddon heights,New Jersey,39.8792,-75.0645,United States,45013,,Forensic Science (MS),Started App
Haddon Heights,New Jersey,39.8792,-75.0645,United States,45044,45044,Forensic Science (MS),Submitted App
Haddonfield,New Jersey,39.8955,-75.0346,United States,44943,44943,Teacher Education (MAT),Complete App
Hamden,Connecticut,39.1592,-82.5243,United States,44844,44986,Psychology: Psychological Sciences (MA),Complete App
Hamilton,New Jersey,39.3939,-84.5653,United States,44786,,Childhood Studies (PHD),Started App
Hamilton,New Jersey,39.3939,-84.5653,United States,44458,,Liberal Studies - Online (MA),Started App
Hammonton,New Jersey,39.6572,-74.7678,United States,44976,44986,Psychology: Psychological Sciences (MA),Submitted App
Hampstead,Quebec,34.3627,-77.7318,United States,44892,44896,Psychology: Psychological Sciences (MA),Admit
Hampton,Virginia,37.0551,-76.363,United States,44899,44986,Psychology: Psychological Sciences (MA),Complete App
Hanover,New Hampshire,39.8118,-76.9836,United States,44866,44893,Prevention Science (MS),Admit-Withdrawn
Harare,Harare,-17.8292,31.0522,Zimbabwe,44838,44874,Psychology: Psychological Sciences (MA),Admit-Coming
Harleysville,Pennsylvania,40.2792,-75.3873,United States,44889,44890,Biology (MS),Complete App
Harvest,Massachusetts,34.8558,-86.752,United States,44978,44984,Psychology: Psychological Sciences (MA),Complete App
Henderson,Nevada,36.0133,-115.0381,United States,45036,,Liberal Studies - Online (MA),Started App
Hicksville,New York,40.7637,-73.5245,United States,44930,44931,Childhood Studies (PHD),Denied
Highland Park,New Jersey,42.1823,-87.8104,United States,44954,,Biology: Computational and Integrative (PHD),Started App
Highland Park,New Jersey,42.1823,-87.8104,United States,44742,44753,Biology: Computational and Integrative (PHD),Admit
Highland Park,New Jersey,42.1823,-87.8104,United States,45042,45042,Liberal Studies - Online (MA),Submitted App
Ho,Volta,6.6119,0.4703,Ghana,44922,,Data Science (MS),Started App
Ho Ho Kus,New Jersey,40.996486,-74.101253,United States,44865,44930,Creative Writing (MFA) Camden,Denied
Holmdel,New Jersey,40.3768,-74.1725,United States,44929,44929,Data Science (MS),Admit-Coming
Hong Kong,,22.3,114.2,Hong Kong,44894,44895,Prevention Science (MS),Admit-Withdrawn
Hong Kong,,22.3,114.2,Hong Kong,44833,44893,Psychology: Psychological Sciences (MA),Complete App
Hopewell,New Jersey,37.2915,-77.2985,United States,45032,45032,Psychology: Psychological Sciences (MA),Submitted App
Houston,Texas,29.786,-95.3885,United States,44853,44891,Prevention Science (MS),Denied
Houston,Texas,29.786,-95.3885,United States,44853,44891,Psychology: Psychological Sciences (MA),Complete App
Hull,Kingston Upon Hull,43.1894,-96.1342,United States,44457,44488,Public Affairs/Community Development (MS),Denied
Hull,Kingston Upon Hull,43.1894,-96.1342,United States,44825,44878,Public Affairs/Community Development (MS),Denied
Huntingdon,Pennsylvania,40.5,-78.0097,United States,44961,44961,Biology: Computational and Integrative (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44815,,Biology: Computational and Integrative (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,45028,45028,Biology (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44796,44816,Biology (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44869,44914,Biology (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44773,44773,Chemistry (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44854,,Computer Science: Scientific Computing (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44886,,Computer Science: Scientific Computing (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44959,,Computer Science: Scientific Computing (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,45001,,Computer Science: Scientific Computing (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,45036,45036,Computer Science: Scientific Computing (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44828,44828,Computer Science: Scientific Computing (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44993,44993,Computer Science: Scientific Computing (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44993,44993,Computer Science: Scientific Computing (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44797,44859,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44919,44929,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44902,44902,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44950,44957,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44908,44915,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44908,44908,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44946,44948,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44954,44957,Computer Science: Scientific Computing (MS),Complete App
